Name,Follower,pagerank_score,other_lang,avatar_url,repo_cnt
CyC2018,30,9.48,"CSS, Matlab, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/36260787?v=4,34
kwongtailau,22,9.48,"C++, C#, Go, Shell, C",https://avatars3.githubusercontent.com/u/22954582?v=4,18
linehk,5,9.48,"HTML, CSS, Go",https://avatars2.githubusercontent.com/u/8375793?v=4,30
crossoverJie,30,68.0,"Vue, CSS, Go, HTML, JavaScript",https://avatars3.githubusercontent.com/u/15684156?v=4,148
Lisanaaa,30,9.48,"Python, Go",https://avatars0.githubusercontent.com/u/28261876?v=4,4
Silverados,6,9.48,"HTML, JavaScript, CSS",https://avatars0.githubusercontent.com/u/27882942?v=4,40
MachineChen,0,9.48,"C, Shell",https://avatars0.githubusercontent.com/u/37149045?v=4,10
jy03078584,20,9.48,"Python, C",https://avatars0.githubusercontent.com/u/7719370?v=4,34
xiangflight,23,9.48,"HTML, C++, Python, Go, Jupyter Notebook, JavaScript",https://avatars1.githubusercontent.com/u/10072416?v=4,80
linkcoder,1,9.48,"Python, Visual Basic, Scala",https://avatars3.githubusercontent.com/u/21972676?v=4,12
xbhoneybee,9,9.48,C++,https://avatars0.githubusercontent.com/u/18543388?v=4,14
somone23412,17,9.48,"Python, Jupyter Notebook, C++",https://avatars0.githubusercontent.com/u/19647213?v=4,42
peierlong,3,24.65,"Python, Go, HTML, Shell, JavaScript",https://avatars2.githubusercontent.com/u/18136549?v=4,48
PualrDwade,7,9.48,"Vue, C++, Python, Jupyter Notebook, TypeScript, CSS, Go, HTML, JavaScript",https://avatars1.githubusercontent.com/u/36162683?v=4,120
HustCoderHu,30,9.48,"C++, Python, C, CMake, Go, HTML, Shell",https://avatars3.githubusercontent.com/u/18300226?v=4,64
yif-hong,1,9.48,"C++, Kotlin, Python, CSS, HTML, JavaScript",https://avatars2.githubusercontent.com/u/25526564?v=4,92
imhuster,30,9.48,"Python, JavaScript, CSS",https://avatars0.githubusercontent.com/u/13541953?v=4,18
linkwk7,5,9.48,"C++, Vim script, Go, HTML, C",https://avatars2.githubusercontent.com/u/28770278?v=4,24
fanofxiaofeng,30,9.48,"C++, Python, TeX, CSS, HTML, Shell, Batchfile, JavaScript",https://avatars0.githubusercontent.com/u/3983683?v=4,120
onefansofworld,2,9.48,"Python, Jupyter Notebook, C#, CoffeeScript, CSS, HTML, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/7973094?v=4,62
jiahaochang,0,9.48,"TypeScript, JavaScript",https://avatars0.githubusercontent.com/u/24975771?v=4,24
linw7,30,9.48,"C++, Python, C, CSS, Go, Shell, JavaScript",https://avatars1.githubusercontent.com/u/21679154?v=4,28
luocaodan,2,9.48,"C++, Python, C#, CSS, HTML, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/22339284?v=4,32
mythsman,30,9.48,"HTML, C++, Python, C#, CSS, Jupyter Notebook, C, Scala, JavaScript",https://avatars1.githubusercontent.com/u/11818556?v=4,76
moqimoqidea,1,9.48,"Swift, C++, Groovy, Python, Jupyter Notebook, TeX, CSS, Go, HTML, Shell, Scala, JavaScript, PowerShell",https://avatars1.githubusercontent.com/u/39821951?v=4,150
weizongqun,0,9.48,"PHP, HTML, GCC Machine Description, JavaScript",https://avatars3.githubusercontent.com/u/15922971?v=4,10
ziyitony,3,9.48,"Python, C#, Go",https://avatars3.githubusercontent.com/u/18106851?v=4,20
seventheluck,4,9.48,"Python, HTML, JavaScript",https://avatars2.githubusercontent.com/u/35403428?v=4,36
AnyUncle,0,9.48,"C++, Python, Go, C",https://avatars0.githubusercontent.com/u/13564417?v=4,30
CmderQ,10,9.48,"Makefile, C++, Python, Go, PHP, HTML, Shell, JavaScript",https://avatars1.githubusercontent.com/u/9278467?v=4,120
Snailclimb,30,42.1,"Python, HTML",https://avatars0.githubusercontent.com/u/29880145?v=4,18
Goose9527,3,9.48,C++,https://avatars3.githubusercontent.com/u/43314997?v=4,6
dongzl,11,9.48,"Python, C, TSQL, Go, Makefile, HTML, Shell, JavaScript",https://avatars2.githubusercontent.com/u/5917359?v=4,116
yellowgg,2,9.48,CSS,https://avatars1.githubusercontent.com/u/27286340?v=4,14
illusorycloud,3,9.48,"CSS, Go, HTML, JavaScript",https://avatars0.githubusercontent.com/u/31980412?v=4,44
Gene1994,9,9.48,"C++, CSS, Ruby",https://avatars3.githubusercontent.com/u/24930369?v=4,48
ipofss,0,9.48,,https://avatars1.githubusercontent.com/u/8225921?v=4,4
LiWenGu,5,9.48,"Rust, Python, TypeScript, TeX, Dockerfile, CSS, Go, HTML, Shell, JavaScript",https://avatars0.githubusercontent.com/u/15909210?v=4,128
jinyahuan,12,9.48,"FreeMarker, HTML",https://avatars1.githubusercontent.com/u/17841662?v=4,18
yidasanqian,6,9.48,"Python, Rust, HTML",https://avatars3.githubusercontent.com/u/10655188?v=4,34
kinglaw1204,17,9.48,,https://avatars0.githubusercontent.com/u/20039931?v=4,16
cnLGMing,30,9.48,"Kotlin, Python, TSQL, CSS, Go, HTML, JavaScript",https://avatars2.githubusercontent.com/u/15910705?v=4,80
kevinwang0224,2,9.48,"HTML, CSS, Kotlin",https://avatars2.githubusercontent.com/u/13445354?v=4,26
jiayangchen,30,9.48,"Vue, C++, Python, Assembly, CSS, Go, Makefile, HTML, C, JavaScript",https://avatars0.githubusercontent.com/u/14312378?v=4,108
liurongdev,0,9.48,"C++, Python, Jupyter Notebook, CSS, Go, HTML, C",https://avatars2.githubusercontent.com/u/29250579?v=4,42
tianyu94,0,9.48,"Rust, Python, JavaScript, Shell, HTML, C, TypeScript",https://avatars1.githubusercontent.com/u/37231629?v=4,62
keepal7,10,9.48,,https://avatars2.githubusercontent.com/u/30037250?v=4,8
4Aiur,6,9.48,C#,https://avatars1.githubusercontent.com/u/14359997?v=4,2
sage417,7,9.48,"Python, JavaScript, Jupyter Notebook, Dockerfile, CSS, HTML, Shell, TypeScript",https://avatars1.githubusercontent.com/u/7111791?v=4,66
JoeMinty,6,9.48,"C++, Python, Shell, Dockerfile, CSS, Go, HTML, C, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/9928362?v=4,92
20100507,28,68.0,"PHP, C++, Python, Lex, Ruby, C#, Dockerfile, C, Go, Perl, HTML, Batchfile, Scala, JavaScript",https://avatars1.githubusercontent.com/u/26719001?v=4,134
fanchenggang,10,9.48,"Vue, Kotlin, Go, HTML, JavaScript",https://avatars1.githubusercontent.com/u/20358122?v=4,48
hanandjun,6,9.48,"C++, Dart, Shell, Smali, Makefile, HTML, C, JavaScript",https://avatars2.githubusercontent.com/u/17228526?v=4,42
IceDarron,5,9.48,"HTML, Python, Jupyter Notebook, JavaScript",https://avatars1.githubusercontent.com/u/19837345?v=4,52
zeason,1,9.48,HTML,https://avatars2.githubusercontent.com/u/34996463?v=4,14
JerrySeven,0,9.48,"Python, Jupyter Notebook, TeX",https://avatars0.githubusercontent.com/u/43209747?v=4,18
jun1st,25,9.48,"Objective-C, Swift, Kotlin, Python, CoffeeScript, C, TSQL, CSS, PHP, HTML, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/140474?v=4,350
Isolation-Lee,0,9.48,,https://avatars1.githubusercontent.com/u/51596015?v=4,6
iluwatar,30,17.63,"Python, Ruby",https://avatars1.githubusercontent.com/u/582346?v=4,12
npathai,30,9.48,"HTML, TypeScript, JavaScript",https://avatars2.githubusercontent.com/u/1792515?v=4,62
mikulucky,4,9.48,JavaScript,https://avatars0.githubusercontent.com/u/4526195?v=4,8
fluxw42,7,9.48,"PureBasic, HTML, C++, Arduino, Python, Assembly, TeX, Makefile, Shell, C, JavaScript",https://avatars1.githubusercontent.com/u/1545460?v=4,74
thomasoss,1,9.48,HTML,https://avatars1.githubusercontent.com/u/22516154?v=4,6
markusmo3,28,9.48,"C++, Groovy, Kotlin, C#, Lua, CSS, Shell",https://avatars1.githubusercontent.com/u/3317416?v=4,36
piyushchaudhari04,13,9.48,"Python, HTML, CSS",https://avatars3.githubusercontent.com/u/10268029?v=4,46
isabiq,0,9.48,Scala,https://avatars1.githubusercontent.com/u/19510920?v=4,14
inbravo,19,9.48,"Python, Haskell, Ruby, Jupyter Notebook, C, CSS, Makefile, HTML, Shell, Scala, JavaScript",https://avatars3.githubusercontent.com/u/5253764?v=4,298
Crossy147,10,9.48,"C, Scala, CSS",https://avatars2.githubusercontent.com/u/7272996?v=4,22
joshzambales,4,9.48,JavaScript,https://avatars1.githubusercontent.com/u/8704552?v=4,12
Argyro-Sioziou,22,9.48,TypeScript,https://avatars0.githubusercontent.com/u/22822639?v=4,8
kemitix,8,9.48,"Groovy, Python, Ruby, CSS, Go, HTML, Shell, Scala, JavaScript",https://avatars1.githubusercontent.com/u/1147749?v=4,130
nikhilbarar,0,9.48,"Python, PHP, JavaScript",https://avatars2.githubusercontent.com/u/37332144?v=4,22
zafarella,21,9.48,"C++, Groovy, Python, Shell, Ruby, TeX, Dockerfile, CSS, Go, HTML, C, Scala, JavaScript",https://avatars2.githubusercontent.com/u/660742?v=4,120
TylerMcConville,3,9.48,C#,https://avatars0.githubusercontent.com/u/4946449?v=4,8
colinbut,30,9.48,"Kotlin, Groovy, Python, Shell, C#, HCL, Dockerfile, CSS, Go, PHP, HTML, ApacheConf, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/10725674?v=4,430
JuhoKang,15,9.48,"JavaScript, HTML, TypeScript",https://avatars1.githubusercontent.com/u/4745294?v=4,50
dheeraj-mummareddy,10,9.48,"Python, XSLT, HTML, JavaScript",https://avatars2.githubusercontent.com/u/7002230?v=4,30
m-ezzat,14,9.48,HTML,https://avatars3.githubusercontent.com/u/16510076?v=4,4
ruslanpa,4,9.48,"Python, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/1503411?v=4,30
4lexis,4,16.64,"TypeScript, JavaScript, C#",https://avatars0.githubusercontent.com/u/19871727?v=4,8
iamrichardjones,2,9.48,Ruby,https://avatars3.githubusercontent.com/u/14842151?v=4,20
gwildor28,0,9.48,HTML,https://avatars0.githubusercontent.com/u/16000365?v=4,4
SrdjanPaunovic,6,16.64,"C++, Python, C#, HTML",https://avatars1.githubusercontent.com/u/22815104?v=4,16
bernardosulzbach,22,9.48,"C++, Kotlin, Python, VimL, TeX, Racket, C, CSS, HTML, Shell, Haskell, JavaScript",https://avatars0.githubusercontent.com/u/8271090?v=4,190
yusufaytas,30,9.48,"Kotlin, Python, CoffeeScript, Go, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/1049483?v=4,52
qpi,0,9.48,"TypeScript, JavaScript",https://avatars2.githubusercontent.com/u/1001491?v=4,12
okinskas,2,9.48,"C++, Python, CSS, JavaScript",https://avatars0.githubusercontent.com/u/20372387?v=4,32
kapinuss,0,9.48,"Scala, Go",https://avatars0.githubusercontent.com/u/17639945?v=4,26
kimchy,30,9.48,"Python, CSS, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/41300?v=4,22
s1monw,30,9.48,"Clojure, Shell, JavaScript",https://avatars0.githubusercontent.com/u/973334?v=4,34
jasontedor,30,17.63,"Groovy, Python, Dockerfile, C, XSLT, Go, HTML, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/4744941?v=4,76
martijnvg,30,9.48,"Rust, Python, C, JavaScript",https://avatars3.githubusercontent.com/u/580421?v=4,26
javanna,30,9.48,"Python, HTML, Scala, JavaScript",https://avatars1.githubusercontent.com/u/832460?v=4,22
rjernst,30,9.48,"C++, Groovy, Python, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/289412?v=4,46
nik9000,30,9.48,"Makefile, Groovy, Python, XSLT, Go, PHP, HTML, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/215970?v=4,56
dadoonet,30,219.52,"C++, Groovy, Python, TypeScript, CSS, Go, Perl, HTML, Clojure, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/274222?v=4,290
jpountz,30,380.62,"Rust, Python, Go, HTML, JavaScript",https://avatars2.githubusercontent.com/u/299848?v=4,44
rmuir,30,9.48,"Python, Perl, C, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/504194?v=4,46
cbuescher,30,13.56,"Processing, Python, Haskell, Prolog, HTML, Shell, Ruby",https://avatars0.githubusercontent.com/u/10398885?v=4,40
bleskes,30,9.48,"Python, VimL, Perl, Clojure, Scala, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/1006375?v=4,32
clintongormley,30,13.56,"C#, Perl, HTML, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/56599?v=4,88
spinscale,30,9.48,"Kotlin, Groovy, TypeScript, Crystal, CSS, Go, Makefile, HTML, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/667544?v=4,138
jaymode,30,9.48,"HTML, Groovy",https://avatars1.githubusercontent.com/u/4339958?v=4,18
colings86,30,9.48,"Python, CSS, JavaScript",https://avatars0.githubusercontent.com/u/236731?v=4,18
tlrx,30,421.77,"Emacs Lisp, Go",https://avatars1.githubusercontent.com/u/642733?v=4,42
dakrone,30,17.63,"Rust, C++, Python, VimL, Ruby, C, Emacs Lisp, CSS, HTML, Clojure, Shell, Haskell, JavaScript",https://avatars3.githubusercontent.com/u/19060?v=4,300
imotov,30,9.48,"Objective-C, Python, CSS, Go, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/655851?v=4,94
ywelsch,18,9.48,"Groovy, TLA, Perl, Clojure, Shell",https://avatars3.githubusercontent.com/u/3718355?v=4,20
lcawl,8,9.48,"C++, Python, C#, TypeScript, XSLT, Go, PHP, HTML, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/26471269?v=4,64
jimczi,30,9.48,"Python, JavaScript",https://avatars0.githubusercontent.com/u/15977469?v=4,20
dnhatn,17,13.56,"Python, Isabelle, Go, HTML",https://avatars3.githubusercontent.com/u/13474362?v=4,22
talevy,18,9.48,"Rust, C++, Python, Go, Shell, C, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/388837?v=4,200
areek,30,9.48,"HCL, Shell",https://avatars1.githubusercontent.com/u/753679?v=4,12
uboness,30,9.48,"Python, JavaScript",https://avatars3.githubusercontent.com/u/211019?v=4,28
droberts195,1,9.48,"C++, JavaScript",https://avatars0.githubusercontent.com/u/7405510?v=4,10
original-brownbear,30,9.48,"Objective-C, C++, VimL, Scala, Go, PHP, HTML, Shell, Ruby",https://avatars0.githubusercontent.com/u/6490959?v=4,112
dimitris-athanasiou,4,25.22,"C++, JavaScript, Go",https://avatars3.githubusercontent.com/u/9351617?v=4,10
brwe,30,9.48,"Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/4320215?v=4,40
wilkinsona,30,9.48,"Objective-C, Swift, Groovy, CSS, XSLT, Shell, ApacheConf, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/914682?v=4,274
snicoll,30,9.48,"Kotlin, Groovy, CSS, HTML, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/490484?v=4,242
philwebb,30,21.71,"Groovy, CSS, Go, HTML, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/519772?v=4,256
dsyer,30,9.48,"C++, Groovy, Python, TypeScript, Dockerfile, Scala, Go, PHP, HTML, Protocol Buffer, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/124075?v=4,554
mbhave,30,9.48,"CSS, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/1761408?v=4,62
izeye,30,13.56,"C++, Groovy, Python, Jupyter Notebook, Scala, CSS, Matlab, XSLT, HTML, Clojure, Shell, Go, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/1059363?v=4,392
bclozel,30,25.79,"Groovy, VimL, CSS, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/103264?v=4,176
dreis2211,18,9.48,"Python, CSS, Go, PHP, HTML, Shell, Ruby",https://avatars2.githubusercontent.com/u/6304496?v=4,52
cdupuis,30,9.48,"TypeScript, Go",https://avatars3.githubusercontent.com/u/206707?v=4,12
vpavic,30,9.48,"Groovy, Python, CSS, HTML, Shell, Scala",https://avatars1.githubusercontent.com/u/1149230?v=4,130
eddumelendez,30,9.48,"Objective-C, Kotlin, Groovy, Python, JavaScript, MAXScript, Dockerfile, Scala, XSLT, Makefile, HTML, Shell, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/1810547?v=4,310
spring-buildmaster,30,9.48,,https://avatars0.githubusercontent.com/u/1134463?v=4,0
garyrussell,30,9.48,"Groovy, XSLT, CSS, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/483832?v=4,232
nosan,8,9.48,,https://avatars3.githubusercontent.com/u/5054994?v=4,14
jkschneider,30,9.48,"Kotlin, Groovy, C++, Python, TypeScript, CSS, HTML, Shell, Scala, JavaScript",https://avatars2.githubusercontent.com/u/1697736?v=4,262
igor-suhorukov,30,9.48,"C++, Groovy, HTML, Scala, JavaScript",https://avatars1.githubusercontent.com/u/10332206?v=4,120
sdeleuze,30,9.48,"Rust, Kotlin, Groovy, Dart, C++, Python, CSS, Go, PHP, HTML, XSLT, Shell, JavaScript",https://avatars2.githubusercontent.com/u/141109?v=4,356
ayudovin,5,9.48,"Scala, JavaScript",https://avatars1.githubusercontent.com/u/34862741?v=4,14
kazuki43zoo,30,9.48,"HTML, Kotlin, Groovy, Python, Scala, CSS, Shell, ApacheConf, Ruby, JavaScript, PowerShell",https://avatars3.githubusercontent.com/u/5616270?v=4,332
Buzzardo,11,9.48,"Groovy, XSLT, CSS, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/5225162?v=4,272
michael-simons,30,9.48,"Kotlin, Groovy, Python, Ruby, C, XSLT, CSS, HTML, Shell, Visual Basic, JavaScript",https://avatars2.githubusercontent.com/u/526383?v=4,226
rwinch,30,9.48,"Kotlin, Groovy, Python, Scala, XSLT, CSS, HTML, Shell, Go, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/362503?v=4,566
gregturn,30,9.48,"Groovy, Python, Scala, CSS, XSLT, HTML, Shell, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/311040?v=4,380
odrotbohm,30,13.56,"Kotlin, XSLT, CSS, HTML, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/128577?v=4,160
artembilan,30,21.71,"Kotlin, Groovy, XSLT, Shell, Scala, JavaScript",https://avatars3.githubusercontent.com/u/1071590?v=4,284
htynkn,30,24.65,"Groovy, C#, TSQL, Shell, Scala, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/659135?v=4,58
spring-operator,13,9.48,"Rust, Objective-C, Kotlin, Groovy, Erlang, CSS, PHP, Clojure, JavaScript, PowerShell, C++, R, Python, TeX, PLpgSQL, Dockerfile, Elixir, Makefile, HTML, Shell, Batchfile, Scala, F#, C#, XSLT, Go, Perl, ActionScript, Jupyter Notebook, C, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/4758888?v=4,1826
isopov,30,9.48,"Kotlin, Groovy, Dart, Python, CSS, Go, Shell, Batchfile, Scala, JavaScript",https://avatars1.githubusercontent.com/u/462800?v=4,258
mbenson,9,9.48,"XSLT, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/487462?v=4,150
rajadilipkolli,6,9.48,CSS,https://avatars2.githubusercontent.com/u/24761580?v=4,50
benjchristensen,30,9.48,"HTML, C++",https://avatars0.githubusercontent.com/u/813492?v=4,16
akarnokd,30,9.48,"XML, Swift, Kotlin, C#, TypeScript, Lua, HTML, Scala, JavaScript",https://avatars2.githubusercontent.com/u/1269832?v=4,192
zsxwing,30,29.87,"C++, Groovy, Python, PHP, HTML, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/1000778?v=4,92
DavidMGross,19,9.48,"Ruby, JavaScript, C++",https://avatars2.githubusercontent.com/u/4491168?v=4,16
samuelgruetter,30,9.48,"Haskell, Ruby, C#, Agda, Scheme, OCaml, HTML, Coq, Scala, JavaScript",https://avatars2.githubusercontent.com/u/2394355?v=4,108
jmhofer,30,9.48,"Rust, R, C++, TeX, CoffeeScript, CSS, Scala",https://avatars0.githubusercontent.com/u/130957?v=4,78
AppliedDuality,30,9.48,,https://avatars0.githubusercontent.com/u/3971612?v=4,0
davidmoten,30,9.48,"C++, Python, GAP, Ruby, CSS, HTML, Shell, Frege, Scala, JavaScript",https://avatars3.githubusercontent.com/u/318187?v=4,376
mairbek,30,9.48,"Rust, C++, Python, Jupyter Notebook, Ruby, Dockerfile, Emacs Lisp, Elixir, Go, HTML, Clojure, C, Scala, JavaScript",https://avatars3.githubusercontent.com/u/549048?v=4,106
vanniktech,30,9.48,"Kotlin, Groovy, C++, Python, Shell, Ruby",https://avatars0.githubusercontent.com/u/5759366?v=4,74
JakeWharton,30,21.71,"Kotlin, Groovy, Python, CSS, HTML, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/66577?v=4,216
abersnaze,30,9.48,"C++, TypeScript, Clojure, Scala, JavaScript",https://avatars1.githubusercontent.com/u/406038?v=4,100
quidryan,30,17.63,"Rust, Kotlin, Groovy, Python, Jupyter Notebook, Clojure, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/360255?v=4,174
mattrjacobs,30,9.48,"Kotlin, Groovy, Python, Shell, Scala, TypeScript",https://avatars0.githubusercontent.com/u/205579?v=4,44
mttkay,30,33.95,"Kotlin, Groovy, Python, Ruby, Shell, Scala, JavaScript",https://avatars3.githubusercontent.com/u/102802?v=4,86
daveray,30,40.97,"Python, VimL, Ruby, Vim script, Clojure, Scala",https://avatars0.githubusercontent.com/u/51405?v=4,70
michaeldejong,16,9.48,"PHP, HTML, Go",https://avatars2.githubusercontent.com/u/794529?v=4,18
MarioAriasC,30,9.48,"Rust, Kotlin, C++, C, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/4005377?v=4,84
artem-zinnatullin,30,9.48,"Swift, Kotlin, Groovy, C++, Python, Nix, C#, Dockerfile, CSS, HTML, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/967132?v=4,198
jbripley,20,9.48,"Objective-C, Python, Ruby, Go, PHP, Scala",https://avatars1.githubusercontent.com/u/39431?v=4,32
johngmyers,17,9.48,"Dockerfile, Ruby, Go",https://avatars1.githubusercontent.com/u/1760720?v=4,54
pron,30,9.48,"Isabelle, Groovy, Alloy",https://avatars1.githubusercontent.com/u/1273445?v=4,38
johnhmarks,9,9.48,Scala,https://avatars2.githubusercontent.com/u/1358210?v=4,8
UMFsimke,5,9.48,"Objective-C, Swift, Kotlin, HTML",https://avatars1.githubusercontent.com/u/10116857?v=4,32
jnlopar,7,9.48,"Kotlin, C++, Dart, Python, Go, HTML, Ruby, JavaScript",https://avatars3.githubusercontent.com/u/1297988?v=4,44
abliss,18,9.48,"C++, Python, TeX, CoffeeScript, Emacs Lisp, CSS, Perl, HTML, C, JavaScript",https://avatars1.githubusercontent.com/u/215283?v=4,76
gliptak,21,9.48,"Rust, Erlang, CSS, JavaScript, C++, Python, TeX, Makefile, HTML, Shell, Haskell, Scala, Assembly, Go, Smarty, Vim script, OCaml, Jupyter Notebook, Ruby",https://avatars0.githubusercontent.com/u/50109?v=4,234
billyy,9,9.48,"PHP, Python, Swift",https://avatars1.githubusercontent.com/u/3268652?v=4,28
jloisel,30,9.48,"C++, Python, Smarty, Scala, Go, PHP, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/3208716?v=4,78
RomanWuattier,1,9.48,"Rust, Kotlin, Python, HTML",https://avatars3.githubusercontent.com/u/13521751?v=4,30
fatosmorina,30,9.48,"CoffeeScript, CSS, HTML, Scala, Ruby, JavaScript, PowerShell",https://avatars1.githubusercontent.com/u/9070583?v=4,88
kdn251,30,9.48,"Objective-C, HTML, C++, Python, C#, Vim script, Jupyter Notebook, C, JavaScript",https://avatars1.githubusercontent.com/u/16903644?v=4,40
sqrthree,30,9.48,"Vue, Python, CSS, Go, HTML, Shell, JavaScript",https://avatars2.githubusercontent.com/u/8622362?v=4,122
leviding,30,9.48,"HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/26959437?v=4,28
sbennett1990,7,9.48,"C#, CSS, Shell, C, JavaScript, F#",https://avatars1.githubusercontent.com/u/6392550?v=4,46
veekaybee,30,9.48,"R, Python, Jupyter Notebook, CSS, HTML, JavaScript",https://avatars3.githubusercontent.com/u/3837836?v=4,84
abagasra98,9,9.48,"Swift, Python, JavaScript, CSS, HTML, TypeScript",https://avatars1.githubusercontent.com/u/12569776?v=4,66
ashwani99,10,9.48,"Gherkin, C++, Python, CSS, Go, PHP, HTML, Matlab, JavaScript",https://avatars1.githubusercontent.com/u/12485623?v=4,132
brandonmanke,17,9.48,"Vue, C++, Python, Vim script, Go, HTML, C, JavaScript",https://avatars3.githubusercontent.com/u/8422261?v=4,40
lagebr,2,9.48,"HTML, Prolog, Ruby",https://avatars2.githubusercontent.com/u/14178318?v=4,10
jeffbdye,4,9.48,"HTML, TypeScript, JavaScript",https://avatars3.githubusercontent.com/u/4132425?v=4,20
keon,30,17.63,"HTML, C++, Python, Makefile, Jupyter Notebook, Shell, JavaScript",https://avatars0.githubusercontent.com/u/10793962?v=4,120
UWarbs,8,9.48,"C#, CSS, HTML, JavaScript",https://avatars3.githubusercontent.com/u/6990603?v=4,22
liuhedev,16,9.48,"Kotlin, Dart, Lua, Makefile, HTML, C, JavaScript",https://avatars0.githubusercontent.com/u/19663285?v=4,66
neilbryson,0,9.48,"JavaScript, Assembly, OCaml, PHP, HTML, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/10649516?v=4,40
meshuamam,13,9.48,"JavaScript, Go, Shell, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/1047895?v=4,44
pedroAlba,3,9.48,"Vue, C#, CSS, HTML",https://avatars1.githubusercontent.com/u/23246530?v=4,18
pra85,30,9.48,"Objective-C, Rust, Swift, VimL, Erlang, Crystal, CSS, PHP, Vala, Clojure, Groff, JavaScript, C++, Python, TeX, Nix, HCL, Cuda, Elixir, Makefile, HTML, Shell, Haskell, Scala, Julia, C#, Lua, Go, Perl, Logos, Vue, Objective-C++, Jupyter Notebook, CoffeeScript, Nimrod, C, Ruby, TypeScript",https://avatars2.githubusercontent.com/u/829526?v=4,1618
doshprompt,30,9.48,"Python, CSS, HTML, Shell, JavaScript",https://avatars1.githubusercontent.com/u/1147078?v=4,70
rahulmaddineni,11,9.48,"Swift, C++, JavaScript, C#, TypeScript",https://avatars0.githubusercontent.com/u/17508935?v=4,26
renjithgr,30,9.48,"Rust, C++, Assembly, CSS, JavaScript",https://avatars0.githubusercontent.com/u/2574164?v=4,10
yangshun,30,9.48,"Objective-C, C++, ApacheConf, Python, JavaScript, Shell, CSS, Go, HTML, C, TypeScript",https://avatars3.githubusercontent.com/u/1315101?v=4,214
Triang3l,30,17.63,"UnrealScript, C++, C, JavaScript",https://avatars1.githubusercontent.com/u/1764343?v=4,44
djy0,4,9.48,"Vue, C++, Python, TypeScript, TeX, Go, HTML, C, JavaScript",https://avatars3.githubusercontent.com/u/23182033?v=4,88
doompadee,0,9.48,"PHP, Shell",https://avatars3.githubusercontent.com/u/31240866?v=4,14
emrecosar,16,9.48,"JavaScript, CSS, Dart",https://avatars3.githubusercontent.com/u/2065139?v=4,20
iamquang95,18,9.48,"C++, Python, Ruby, C#, TypeScript, Vim script, Go, HTML, Scala, JavaScript",https://avatars3.githubusercontent.com/u/8794293?v=4,84
Nikaple,7,9.48,"Game Maker Language, JavaScript, CSS, HTML, Shell, TypeScript",https://avatars1.githubusercontent.com/u/24775744?v=4,60
